tolerance_factor,octahedral_factor,lattice_strain,bandgap_eV,m_eff_e,m_eff_h,defect_level_eV,dos_band_edge_cm^-3eV^-1,electronegativity_diff,ionic_radius_ratio,additive_dipole_D,binding_energy_eV,charge_transfer_e,adsorption_geometry_index,defect_formation_energy_Ef_eV,trap_density_Nt_cm^-3,PL_lifetime_tau_ns,operational_stability_t80_h
0.9649014245903369,0.6587407028792845,-0.00671373519459885,1.6349893601734995,0.21822712827578733,0.2531535103867254,0.4329871690143593,1.3847445221980238e+22,1.0515058005652922,1.5701640087822484,2.3906748667406132,1.3423746106621504,0.054807725392659754,0.3739933553397029,0.5613985646550441,5.151786081164518e+16,14.526149295834902,336.2955679780272
0.9458520709648645,0.5060509527623086,-0.0071379946613869824,1.5259127145095863,0.1781345829214337,0.27251589932740233,0.5171597639565731,1.0011372225620831e+22,0.9670947832718811,1.7752954637924505,2.6914692880032702,1.3591684010460459,0.20357864520407115,0.6921504867018541,0.6555237990419245,6.250442034667676e+16,75.3273152572697,329.83622544383485
0.9694306561430207,0.5836102472061269,0.014254059323729322,1.6107122214362448,0.1919164325560678,0.2636440781313349,0.4196682397515086,2.393614422931756e+22,1.1327965871520824,1.5926086674163247,2.8675709800986486,1.7082643964380724,0.21801666112069062,0.4073559712479231,0.7869607681440915,1.3990794112793308e+16,132.7453894449399,422.68839828174004
0.9956908956922407,0.5979169988309332,0.018644136638599977,1.6027863599943064,0.19340460890466535,0.19888343207228332,0.4028393754538509,1.3235689314123174e+22,0.8800604213781134,1.8786371322679996,1.9083176895167722,0.6325979626314506,0.1676139442109466,0.4202338342113762,0.3738880909652505,1.538895471856497e+17,10.0,257.8561142395125
0.9429753987582998,0.6007954329199815,-0.009288824584101659,1.4736469061548616,0.19953677271518883,0.24255118791888292,0.48023849567080434,1.1342984524508151e+22,1.061104782487182,1.834337092207945,2.550369490994046,0.8006790640632676,0.1595763325268183,0.48017201597703063,0.3953205962334666,9.62896588837584e+16,10.0,165.21279854297708
0.9429758912915246,0.609024802803904,-0.006689944324397043,1.4966930185179093,0.2043812996410684,0.27611118196336976,0.4943020797884009,7.279141828830769e+21,0.7884739352619823,1.7167291901575292,2.2995186918052557,1.96138429432753,0.164226548640651,0.5663900113324928,0.9242993577149967,9015885884336930.0,139.117011575603,482.5000234531494
0.9973763844652217,0.6305219909904747,0.011425228195041449,1.640019075852683,0.16086206696709693,0.26672161289751717,0.47972143049100585,3.4390870335689067e+22,1.0093560022106505,1.8809814923707564,2.0818496969254254,1.0131873368462945,0.1748934657752924,0.5042124132510307,0.5643908177351634,6.711603297103009e+16,18.421619847080628,308.1613685828256
0.9730230418745872,0.5982296280477324,0.005335199931423965,1.8218131712962102,0.20937075477646624,0.21872518317811102,0.6671661887395218,7.746692320164778e+21,1.0060540849256363,1.9165325224254153,2.1791467851185784,1.443162352423482,0.13049708795344855,0.8301870449056572,0.8418575555798675,2.7277923051739572e+16,105.35050816063114,508.35127490996183
0.9359157684219513,0.5815970858928159,0.006764281053209221,1.7310227871963981,0.189675997966136,0.26663613897057764,0.5042792198164764,1.808819867057492e+22,0.8794829571516798,1.801426520385905,2.749102844373285,1.5234112286909394,0.12085977746837254,0.5066128290568953,0.7084078252696129,2.6483628045298332e+16,99.77708384281478,420.6272602132344
0.9662768013075789,0.5796205327670152,0.00896601294853057,1.38063259158239,0.23253328965388262,0.2865955700721776,0.5959740111481866,2.149730919293001e+22,1.153430446981291,1.7767870732648516,1.764047395373344,1.8294171556901333,0.19050071630041723,0.7506629851411339,0.9459901889905511,1.7936441639927554e+16,126.3112401094621,479.2936558135984
0.9360974692156261,0.5694242098980823,-0.002407321617440756,1.3811627391161134,0.2244493707195569,0.210948038551582,0.7231882521134898,1.3258008332732985e+22,0.8903848095565771,1.7929345888310289,2.0822381286962726,1.172344527743638,0.14047668554687617,0.59901955887572,0.5440763754462469,2.567791950935925e+16,72.03588334272395,278.85803364627736
0.9360281073928922,0.6393771662163432,0.0032996992499018645,1.4696552976847606,0.2396828849100051,0.17159065045549726,0.45264570049022024,1.9223926929351244e+22,0.9662383509472814,1.9788553740851278,2.3064473259688105,1.6652794547660261,0.09928269774467474,0.4828378869437281,0.8314567534747509,1.053891703192011e+16,116.4051874313927,420.6333320585591
0.957258868146981,0.5676735760261743,0.002521921506980921,1.5648382006816393,0.1718490365690603,0.3209625354562874,0.5148584306915921,1.991283367394296e+22,1.1180436150213005,1.80770153134203,2.7811158397064855,1.0722634666161084,0.11304196471569081,0.5861236078464281,0.5006968664102461,1.5846575238139123e+17,10.0,320.86108246349
